2026-03-11 18:25:43,066 INFO:     No UI clients for 25s, shutting down app process
2026-03-11 18:31:49,887 INFO:     Started server process [1028]
2026-03-11 18:31:49,888 INFO:     Waiting for application startup.
2026-03-11 18:31:49,890 INFO:     Application startup complete.
2026-03-11 18:31:49,892 INFO:     Uvicorn running on http://127.0.0.1:8787 (Press CTRL+C to quit)
2026-03-11 18:31:51,163 INFO:     127.0.0.1:54810 - "GET / HTTP/1.1" 200 OK
2026-03-11 18:31:51,212 INFO:     127.0.0.1:54810 - "GET /ui/styles.css?v=20260311-5 HTTP/1.1" 200 OK
2026-03-11 18:31:51,217 INFO:     127.0.0.1:55166 - "GET /ui/app.js?v=20260311-5 HTTP/1.1" 200 OK
2026-03-11 18:31:51,304 INFO:     127.0.0.1:55166 - "GET /api/accounts HTTP/1.1" 200 OK
2026-03-11 18:31:52,423 INFO:     127.0.0.1:55166 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 18:31:52,443 INFO:     127.0.0.1:61869 - "WebSocket /ws/realtime" [accepted]
2026-03-11 18:31:52,448 INFO:     connection open
2026-03-11 18:31:52,465 INFO:     127.0.0.1:55166 - "GET /api/license/status HTTP/1.1" 200 OK
2026-03-11 18:31:52,466 INFO:     127.0.0.1:54810 - "GET /api/system/logs?limit=20 HTTP/1.1" 200 OK
2026-03-11 18:31:52,493 INFO:     127.0.0.1:62225 - "GET /api/system/preflight HTTP/1.1" 200 OK
2026-03-11 18:33:05,717 INFO:     Shutting down
2026-03-11 18:33:05,719 INFO:     connection closed
2026-03-11 18:33:05,824 INFO:     Waiting for application shutdown.
2026-03-11 18:33:05,825 INFO:     Application shutdown complete.
2026-03-11 18:33:05,826 INFO:     Finished server process [1028]
2026-03-11 18:48:17,360 INFO:     Started server process [27636]
2026-03-11 18:48:17,361 INFO:     Waiting for application startup.
2026-03-11 18:48:17,362 INFO:     Application startup complete.
2026-03-11 18:48:17,363 INFO:     Uvicorn running on http://127.0.0.1:8787 (Press CTRL+C to quit)
2026-03-11 18:48:18,583 INFO:     127.0.0.1:62322 - "GET / HTTP/1.1" 200 OK
2026-03-11 18:48:18,629 INFO:     127.0.0.1:62322 - "GET /ui/styles.css?v=20260311-5 HTTP/1.1" 304 Not Modified
2026-03-11 18:48:18,630 INFO:     127.0.0.1:60597 - "GET /ui/app.js?v=20260311-5 HTTP/1.1" 304 Not Modified
2026-03-11 18:48:18,690 INFO:     127.0.0.1:60597 - "GET /api/accounts HTTP/1.1" 200 OK
2026-03-11 18:48:19,697 INFO:     127.0.0.1:60597 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 18:48:19,706 INFO:     127.0.0.1:53035 - "WebSocket /ws/realtime" [accepted]
2026-03-11 18:48:19,707 INFO:     connection open
